Time,Velocity(f),Velocity,Throttle 
3.11,3904.42,8.99514,0.797346
3.12,3903.35,8.99268,0.796991
3.13,3903.51,8.99303,0.797251
3.14,3897.72,8.97971,0.797406
3.15,4048.75,9.32764,0.79741
3.16,3905.33,8.99725,0.798186
3.17,3903.51,8.99303,0.798253
3.18,3904.42,8.99514,0.798253
3.19,3902.59,8.99092,0.797574
3.2,3903.35,8.99268,0.797597
3.21,3903.35,8.99268,0.7975
3.22,3901.68,8.98882,0.797655
3.23,3901.53,8.98847,0.797679
3.24,3903.51,8.99303,0.797922
3.25,3903.51,8.99303,0.797978
3.26,3901.68,8.98882,0.797757
3.27,3904.57,8.99549,0.79778
3.28,3902.44,8.99057,0.798041
3.29,3903.51,8.99303,0.7977
3.3,3906.4,8.99971,0.797993
3.31,3903.35,8.99268,0.797885
3.32,3903.51,8.99303,0.79753
3.33,3904.42,8.99514,0.797929
3.34,3901.68,8.98882,0.797933
3.35,3903.51,8.99303,0.797836
3.36,3903.51,8.99303,0.79821
3.37,3905.33,8.99725,0.798246
3.38,3843.49,8.85477,0.798044
3.39,3956.64,9.11543,0.798067
3.4,3842.46,8.85239,0.805915
3.41,3841.57,8.85035,0.791637
3.42,3843.49,8.85477,0.806147
3.43,3842.46,8.85239,0.806744
3.44,3712.23,8.55236,0.806982
3.45,3843.49,8.85477,0.807591
3.46,3845.27,8.85886,0.808073
3.47,3843.49,8.85477,0.825536
3.48,3843.35,8.85443,0.809651
3.49,3844.23,8.85647,0.810112
3.5,3842.46,8.85239,0.810804
3.51,3903.35,8.99268,0.811182
3.52,3905.33,8.99725,0.811882
3.53,3904.42,8.99514,0.804424
3.54,3903.51,8.99303,0.804189
3.55,3903.51,8.99303,0.804318
3.56,3903.51,8.99303,0.804453
3.57,3903.51,8.99303,0.804476
3.58,3902.59,8.99092,0.804498
3.59,3902.44,8.99057,0.804521
3.6,3916.81,9.02368,0.804663
3.61,3762.94,8.66918,0.804713
3.62,3901.53,8.98847,0.80287
3.63,3903.35,8.99268,0.822855
3.64,3902.44,8.99057,0.805865
3.65,3900.76,8.98672,0.805665
3.66,3904.42,8.99514,0.805808
3.67,3903.51,8.99303,0.806057
3.68,3795.93,8.7452,0.805624
3.69,3903.51,8.99303,0.805759
3.7,3903.35,8.99268,0.819808
3.71,3843.35,8.85443,0.806614
3.72,3842.46,8.85239,0.806656
3.73,3843.49,8.85477,0.814504
3.74,3842.46,8.85239,0.815095
3.75,3845.12,8.85852,0.815442
3.76,3843.49,8.85477,0.816051
3.77,3518.53,8.1061,0.816186
3.78,3519.39,8.1081,0.81686
3.79,3516.92,8.10239,0.859706
3.8,3423.6,7.88741,0.862625
3.81,3423.02,7.88606,0.865754
3.82,3421.49,7.88256,0.880851
3.83,3423.02,7.88606,0.884484
3.84,3422.2,7.88417,0.888194
3.85,3422.9,7.88579,0.891831
3.86,3422.2,7.88417,0.895575
3.87,3422.2,7.88417,0.899127
3.88,3422.2,7.88417,0.902857
3.89,3422.2,7.88417,0.9065
3.9,3520.14,8.10981,0.910144
3.91,3518.65,8.10639,0.913787
3.92,3517.04,8.10268,0.917431
3.93,3619.78,8.33937,0.908304
3.94,3619.78,8.33937,0.911405
3.95,3786.16,8.72268,0.901136
3.96,3788.02,8.72698,0.903294
3.97,3785.15,8.72037,0.883757
3.98,3785.15,8.72037,0.884419
3.99,3782.43,8.7141,0.885685
4,3902.59,8.99092,0.886598
4.01,3901.68,8.98882,0.887866
4.02,3994.09,9.20172,0.873132
4.03,3997.12,9.20871,0.873281
4.04,3997.12,9.20871,0.861268
4.05,4078.64,9.3965,0.860214
4.06,4078.8,9.39689,0.859533
4.07,4129.33,9.51329,0.858851
4.08,4129.33,9.51329,0.84752
4.09,4043.51,9.31557,0.846224
4.1,4167.01,9.60011,0.838339
4.11,4165.97,9.59771,0.847854
4.12,3987.24,9.18594,0.83072
4.13,4163.72,9.59252,0.828896
4.14,4162.5,9.58972,0.850249
4.15,4163.72,9.59252,0.826631
4.16,4304.96,9.91792,0.824855
4.17,4163.72,9.59252,0.822771
4.18,4146.45,9.55274,0.802419
4.19,4145.42,9.55037,0.817839
4.2,4099.7,9.44504,0.818155
4.21,4114.38,9.47885,0.816485
4.22,4112.35,9.47417,0.820649
4.23,4113.53,9.4769,0.817282
4.24,4093.5,9.43074,0.815983
4.25,4096.51,9.43769,0.81428
4.26,4096.51,9.43769,0.815336
4.27,4062.23,9.35871,0.813536
4.28,4062.07,9.35833,0.812107
4.29,4029.33,9.28292,0.815147
4.3,4029.33,9.28292,0.813998
4.31,4029.33,9.28292,0.817096
4.32,4011.23,9.24121,0.816172
4.33,4013.32,9.24604,0.815248
4.34,3984.22,9.17899,0.814324
4.35,3981.21,9.17205,0.815488
4.36,3982.16,9.17424,0.818479
4.37,3965.42,9.13568,0.818288
4.38,3966.52,9.13821,0.817602
4.39,3949.6,9.09923,0.819215
4.4,3949.76,9.09959,0.818629
4.41,3950.7,9.10175,0.820383
4.42,3934.22,9.06379,0.820039
4.43,3931.28,9.05702,0.819592
4.44,3936.23,9.06843,0.821408
4.45,3934.22,9.06379,0.821583
4.46,3933.29,9.06165,0.820751
4.47,3934.22,9.06379,0.82079
4.48,3919.72,9.0304,0.820582
4.49,3934.07,9.06344,0.820373
4.5,3934.22,9.06379,0.822055
4.51,3936.08,9.06807,0.820086
4.52,3935.15,9.06593,0.819859
4.53,3941.82,9.0813,0.819408
4.54,3757.56,8.6568,0.819186
4.55,3933.14,9.0613,0.818215
4.56,3917.88,9.02615,0.841974
4.57,3921.57,9.03465,0.820202
4.58,3917.88,9.02615,0.821991
4.59,3921.57,9.03465,0.821425
4.6,3918.8,9.02827,0.821312
4.61,3917.88,9.02615,0.82168
4.62,3917.88,9.02615,0.821474
4.63,3921.72,9.035,0.821502
4.64,3917.88,9.02615,0.821416
4.65,3919.72,9.0304,0.821331
4.66,3919.72,9.0304,0.820745
4.67,3756.86,8.65518,0.820891
4.68,3918.8,9.02827,0.820792
4.69,3917.88,9.02615,0.841928
4.7,3919.72,9.0304,0.821939
4.71,3918.8,9.02827,0.821966
4.72,3916.81,9.02368,0.821641
4.73,3921.57,9.03465,0.821662
4.74,3917.88,9.02615,0.821569
4.75,3917.88,9.02615,0.821116
4.76,3921.72,9.035,0.821484
4.77,3918.8,9.02827,0.821399
4.78,3976.3,9.16074,0.820812
4.79,3918.8,9.02827,0.821079
4.8,3919.72,9.0304,0.820987
4.81,3917.73,9.0258,0.813397
4.82,3919.72,9.0304,0.820249
4.83,3919.72,9.0304,0.82015
4.84,3918.8,9.02827,0.820051
4.85,3918.65,9.02792,0.819951
4.86,3921.57,9.03465,0.819972
4.87,3918.8,9.02827,0.81988
4.88,3918.8,9.02827,0.819427
4.89,3919.88,9.03075,0.819675
4.9,3917.73,9.0258,0.819582
4.91,3918.8,9.02827,0.81935
4.92,3918.8,9.02827,0.81953
4.93,3917.88,9.02615,0.819305
4.94,3918.65,9.02792,0.819213
4.95,3918.65,9.02792,0.819241
4.96,3917.73,9.0258,0.819055
4.97,3918.96,9.02863,0.818964
4.98,3918.8,9.02827,0.818993
4.99,3919.57,9.03004,0.818749
5,3918.8,9.02827,0.818655
5.01,3918.8,9.02827,0.818482
5.02,3918.8,9.02827,0.818484
5.03,3917.88,9.02615,0.818391
5.04,3917.73,9.0258,0.818299
5.05,3918.8,9.02827,0.818327
5.06,3882.59,8.94485,0.818262
5.07,3917.88,9.02615,0.818037
5.08,3918.8,9.02827,0.817945
5.09,3903.35,8.99268,0.822574
5.1,3903.51,8.99303,0.818033
5.11,3903.35,8.99268,0.819955
5.12,3903.51,8.99303,0.819959
5.13,3903.51,8.99303,0.820001
5.14,3903.51,8.99303,0.820005
5.15,3902.44,8.99057,0.820028
5.16,3903.51,8.99303,0.820051
5.17,3903.51,8.99303,0.820074
5.18,3903.51,8.99303,0.820096
5.19,3903.51,8.99303,0.820119
5.2,3904.42,8.99514,0.820142
5.21,3903.51,8.99303,0.820165
5.22,3903.35,8.99268,0.820068
5.23,3824.09,8.81008,0.820084
5.24,3903.51,8.99303,0.820239
5.25,3903.51,8.99303,0.820263
5.26,3903.51,8.99303,0.820267
5.27,3905.33,8.99725,0.82029
5.28,3902.44,8.99057,0.820313
5.29,3903.35,8.99268,0.820097
5.3,3905.33,8.99725,0.820483
5.31,3821.32,8.80368,0.820395
5.32,3905.49,8.9976,0.82016
5.33,3904.42,8.99514,0.831125
5.34,3903.51,8.99303,0.820791
5.35,3904.42,8.99514,0.820938
5.36,3903.35,8.99268,0.821073
5.37,3902.59,8.99092,0.820976
5.38,3903.51,8.99303,0.821131
5.39,3903.35,8.99268,0.821254
5.4,3903.51,8.99303,0.821165
5.41,3903.51,8.99303,0.821208
5.42,3901.53,8.98847,0.821212
5.43,3903.51,8.99303,0.821234
5.44,4063.06,9.36062,0.821257
5.45,3903.51,8.99303,0.82128
5.46,3903.51,8.99303,0.800499
5.47,4079.8,9.39919,0.820125
5.48,3906.4,8.99971,0.820148
5.49,3902.44,8.99057,0.797184
5.5,3901.53,8.98847,0.818489
5.51,3902.44,8.99057,0.819007
5.52,3903.35,8.99268,0.819157
5.53,3903.35,8.99268,0.819076
5.54,3902.44,8.99057,0.818987
5.55,3902.59,8.99092,0.819011
5.56,3904.42,8.99514,0.819154
5.57,3902.44,8.99057,0.819165
5.58,3788.74,8.72863,0.818956
5.59,3904.42,8.99514,0.81923
5.6,3902.59,8.99092,0.834086
5.61,3880.78,8.94068,0.819889
5.62,3903.51,8.99303,0.820143
5.63,3905.49,8.9976,0.823017
5.64,3903.35,8.99268,0.820248
5.65,3903.35,8.99268,0.820012
5.66,3858.32,8.88894,0.820298
5.67,3729.53,8.59223,0.820322
5.68,3902.44,8.99057,0.826217
5.69,3905.33,8.99725,0.843372
5.7,3904.42,8.99514,0.844704
5.71,3902.59,8.99092,0.823491
5.72,3904.42,8.99514,0.823263
5.73,3905.33,8.99725,0.823517
5.74,3902.44,8.99057,0.823309
5.75,3863.84,8.90164,0.823205
5.76,3741.81,8.62052,0.823592
5.77,3903.51,8.99303,0.828655
5.78,3910.22,9.0085,0.844887
5.79,3903.51,8.99303,0.825044
5.8,3902.44,8.99057,0.825066
5.81,3904.42,8.99514,0.825089
5.82,3902.44,8.99057,0.825251
5.83,3903.51,8.99303,0.825023
5.84,3903.51,8.99303,0.825298
5.85,3905.49,8.9976,0.825189
5.86,3906.4,8.99971,0.825212
5.87,3902.44,8.99057,0.824976
5.88,3903.51,8.99303,0.824865
5.89,3903.51,8.99303,0.825383
5.9,3903.51,8.99303,0.825275
5.91,3904.42,8.99514,0.825297
5.92,3901.53,8.98847,0.82532
5.93,3903.51,8.99303,0.825224
5.94,3903.51,8.99303,0.825617
5.95,3902.44,8.99057,0.825396
5.96,4024.31,9.27134,0.825419
5.97,3901.53,8.98847,0.825581
5.98,3903.51,8.99303,0.809722
5.99,3902.59,8.99092,0.808836
6,3904.42,8.99514,0.823959
6.01,3902.44,8.99057,0.823738
6.02,3903.35,8.99268,0.823642
6.03,3902.59,8.99092,0.823916
6.04,3903.51,8.99303,0.823828
6.05,3903.51,8.99303,0.823951
6.06,3902.44,8.99057,0.823861
6.07,3728.7,8.59031,0.823884
6.08,3729.53,8.59223,0.824046
6.09,3673.9,8.46407,0.84673
6.1,3673.9,8.46407,0.848068
6.11,3672.96,8.46189,0.85655
6.12,3672.96,8.46189,0.8583
6.13,3673.9,8.46407,0.860173
6.14,3672.96,8.46189,0.86193
6.15,3673.9,8.46407,0.863564
6.16,3673.77,8.46376,0.865437
6.17,3728.7,8.59031,0.867071
6.18,3728.7,8.59031,0.868839
6.19,3727.87,8.58839,0.863427
6.2,3729.53,8.59223,0.864765
6.21,3891.96,8.96643,0.866212
6.22,3787.02,8.72466,0.867338
6.23,3842.61,8.85273,0.847491
6.24,3843.35,8.85443,0.861284
6.25,3843.35,8.85443,0.854935
6.26,3902.59,8.99092,0.85532
6.27,3903.51,8.99303,0.855795
6.28,3843.35,8.85443,0.848545
6.29,3846.15,8.8609,0.848575
6.3,3843.49,8.85477,0.856329
6.31,3619.78,8.33937,0.856439
6.32,3621.35,8.343,0.85724
6.33,3566.46,8.21654,0.886883
6.34,3570.41,8.22563,0.888835
6.35,3569.77,8.22416,0.898138
6.36,3569.01,8.2224,0.900181
6.37,3570.54,8.22592,0.902793
6.38,3673.77,8.46376,0.905426
6.39,3672.96,8.46189,0.907765
6.4,3673.9,8.46407,0.910293
6.41,3783.29,8.71608,0.89936
6.42,3783.29,8.71608,0.901094
6.43,3785.15,8.72037,0.888581
6.44,3846.15,8.8609,0.889508
6.45,3843.35,8.85443,0.890192
6.46,3846.15,8.8609,0.883152
6.47,3841.57,8.85035,0.883972
6.48,3933.29,9.06165,0.884081
6.49,3931.28,9.05702,0.885133
6.5,4016.23,9.25272,0.873662
6.51,4013.16,9.24566,0.873723
6.52,4048.75,9.32764,0.862461
6.53,4224.22,9.73191,0.862035
6.54,4063.06,9.36062,0.856594
6.55,4094.5,9.43305,0.832644
6.56,4095.51,9.43537,0.830254
6.57,4095.51,9.43537,0.844778
6.58,4112.35,9.47417,0.843233
6.59,4113.36,9.47651,0.841812
6.6,4095.51,9.43537,0.841812
6.61,4095.51,9.43537,0.836513
6.62,4094.5,9.43305,0.837286
6.63,4078.8,9.39689,0.835864
6.64,4078.64,9.3965,0.834574
6.65,4078.8,9.39689,0.835207
6.66,4063.06,9.36062,0.833932
6.67,4062.07,9.35833,0.832616
6.68,4029.33,9.28292,0.83132
6.69,4028.36,9.28067,0.832206
6.7,4027.39,9.27843,0.835304
6.71,4013.16,9.24566,0.834507
6.72,4013.16,9.24566,0.833718
6.73,4013.16,9.24566,0.834663
6.74,3984.22,9.17899,0.833861
6.75,3981.21,9.17205,0.833059
6.76,3981.21,9.17205,0.83603
6.77,3966.37,9.13785,0.835839
6.78,3963.54,9.13133,0.835277
6.79,3965.42,9.13568,0.834715
6.8,3950.85,9.10211,0.836458
6.81,3947.73,9.09492,0.835783
6.82,3948.82,9.09744,0.83724
6.83,3946.8,9.09277,0.837313
6.84,3934.22,9.06379,0.836861
6.85,3934.22,9.06379,0.836807
6.86,3932.21,9.05916,0.838144
6.87,3935.3,9.06629,0.837936
6.88,3932.21,9.05916,0.837989
6.89,3932.21,9.05916,0.837393
6.9,3932.21,9.05916,0.83758
6.91,3932.36,9.05951,0.837387
6.92,3935.3,9.06629,0.837194
6.93,3932.36,9.05951,0.83698
6.94,3931.28,9.05702,0.836786
6.95,3934.22,9.06379,0.836208
6.96,3932.21,9.05916,0.836516
6.97,3934.22,9.06379,0.835947
6.98,3936.23,9.06843,0.836001
6.99,4109.14,9.46678,0.835545
7,3934.22,9.06379,0.835075
7.01,3933.14,9.0613,0.834851
7.02,3936.23,9.06843,0.83489
7.03,3935.3,9.06629,0.834823
7.04,3934.22,9.06379,0.834219
7.05,3934.22,9.06379,0.834117
7.06,3933.14,9.0613,0.834042
7.07,3936.23,9.06843,0.833834
7.08,3934.22,9.06379,0.833766
7.09,3934.22,9.06379,0.833566
7.1,3931.28,9.05702,0.833225
7.11,3919.72,9.0304,0.833017
7.12,3917.73,9.0258,0.832808
7.13,3919.72,9.0304,0.83449
7.14,3917.88,9.02615,0.834651
7.15,3918.8,9.02827,0.834307
7.16,3918.8,9.02827,0.834448
7.17,3918.65,9.02792,0.834242
7.18,3919.88,9.03075,0.83415
7.19,3918.8,9.02827,0.834078
7.2,3917.88,9.02615,0.833826
7.21,3919.72,9.0304,0.833866
7.22,3919.72,9.0304,0.833894
7.23,3917.88,9.02615,0.833568
7.24,3919.72,9.0304,0.833469
7.25,3918.8,9.02827,0.83361
7.26,3918.65,9.02792,0.833284
7.27,3918.8,9.02827,0.833185
7.28,3919.72,9.0304,0.833226
7.29,3915.89,9.02156,0.833115
7.3,3903.35,8.99268,0.832902
7.31,3901.68,8.98882,0.833303
7.32,3905.49,8.9976,0.834867
7.33,3903.51,8.99303,0.83511
