Time,Velocity(f),Velocity,Throttle 
2.72,3470.41,7.99526,0.698149
2.73,3468.97,7.99193,0.698004
2.74,3468.97,7.99193,0.698008
2.75,3469.09,7.99221,0.697958
2.76,3468.97,7.99193,0.69813
2.77,3468.97,7.99193,0.698151
2.78,3471.26,7.9972,0.69816
2.79,3469.69,7.9936,0.698194
2.8,3468.97,7.99193,0.698215
2.81,3470.54,7.99554,0.698215
2.82,3471.38,7.99748,0.698237
2.83,3386.73,7.80247,0.698259
2.84,3469.81,7.99387,0.698108
2.85,3469.81,7.99387,0.698027
2.86,3469.81,7.99387,0.698206
2.87,3468.97,7.99193,0.698223
2.88,3469.81,7.99387,0.698239
2.89,3469.81,7.99387,0.698255
2.9,3471.98,7.99887,0.698364
2.91,3472.1,7.99915,0.698293
2.92,3469.81,7.99387,0.69831
2.93,3468.97,7.99193,0.698088
2.94,3469.81,7.99387,0.698077
2.95,3471.26,7.9972,0.698331
2.96,3469.69,7.9936,0.698441
2.97,3471.98,7.99887,0.698369
2.98,3468.97,7.99193,0.698227
2.99,3469.81,7.99387,0.698155
3,3469.69,7.9936,0.698158
3.01,3469.09,7.99221,0.698492
3.02,3471.98,7.99887,0.698421
3.03,3471.98,7.99887,0.698451
3.04,3470.54,7.99554,0.698534
3.05,3469.69,7.9936,0.698237
3.06,3344.93,7.70616,0.69824
3.07,3469.81,7.99387,0.698495
3.08,3468.25,7.99027,0.698512
3.09,3469.69,7.9936,0.698516
3.1,3469.81,7.99387,0.698532
3.11,3471.26,7.9972,0.698562
3.12,3468.25,7.99027,0.698579
3.13,3469.81,7.99387,0.698424
3.14,3468.97,7.99193,0.698762
3.15,3468.97,7.99193,0.698616
3.16,3469.69,7.9936,0.698633
3.17,3469.81,7.99387,0.698742
3.18,3467.53,7.98861,0.698763
3.19,3468.97,7.99193,0.698705
3.2,3469.81,7.99387,0.698709
3.21,3470.41,7.99526,0.698977
3.22,3468.25,7.99027,0.698849
3.23,3469.69,7.9936,0.698778
3.24,3468.97,7.99193,0.698728
3.25,3470.54,7.99554,0.698979
3.26,3471.26,7.9972,0.698846
3.27,3469.69,7.9936,0.698771
3.28,3469.69,7.9936,0.698783
3.29,3469.69,7.9936,0.698715
3.3,3469.69,7.9936,0.698895
3.31,3467.53,7.98861,0.698912
3.32,3469.69,7.9936,0.698929
3.33,3469.81,7.99387,0.699184
3.34,3469.09,7.99221,0.698977
3.35,3472.1,7.99915,0.698994
3.36,3470.41,7.99526,0.698998
3.37,3468.97,7.99193,0.699093
3.38,3468.97,7.99193,0.698783
3.39,3428.77,7.89931,0.698971
3.4,3469.81,7.99387,0.699143
3.41,3469.69,7.9936,0.703587
3.42,3469.69,7.9936,0.699341
3.43,3467.53,7.98861,0.699371
3.44,3468.25,7.99027,0.699388
3.45,3469.69,7.9936,0.699643
3.46,3469.09,7.99221,0.699674
3.47,3469.81,7.99387,0.699625
3.48,3470.54,7.99554,0.699492
3.49,3416.35,7.87071,0.699496
3.5,3471.26,7.9972,0.699512
3.51,3470.41,7.99526,0.699449
3.52,3468.25,7.99027,0.705423
3.53,3470.41,7.99526,0.699728
3.54,3469.69,7.9936,0.699828
3.55,3468.25,7.99027,0.700079
3.56,3469.69,7.9936,0.699867
3.57,3467.41,7.98833,0.699959
3.58,3470.54,7.99554,0.700135
3.59,3468.97,7.99193,0.700002
3.6,3470.54,7.99554,0.700271
3.61,3470.54,7.99554,0.699958
3.62,3375.98,7.77771,0.700142
3.63,3469.69,7.9936,0.699991
3.64,3469.81,7.99387,0.700003
3.65,3468.97,7.99193,0.710418
3.66,3470.54,7.99554,0.700703
3.67,3469.81,7.99387,0.700707
3.68,3468.97,7.99193,0.700816
3.69,3471.26,7.9972,0.700665
3.7,3468.25,7.99027,0.700756
3.71,3469.81,7.99387,0.700866
3.72,3468.97,7.99193,0.700635
3.73,3469.81,7.99387,0.700802
3.74,3469.69,7.9936,0.700818
3.75,3469.81,7.99387,0.700927
3.76,3470.41,7.99526,0.700856
3.77,3471.26,7.9972,0.700886
3.78,3469.81,7.99387,0.70089
3.79,3467.53,7.98861,0.70084
3.8,3467.53,7.98861,0.70076
3.81,3469.69,7.9936,0.700926
3.82,3469.69,7.9936,0.701194
3.83,3469.81,7.99387,0.701225
3.84,3471.26,7.9972,0.701017
3.85,3326.13,7.66285,0.701034
3.86,3469.81,7.99387,0.701038
3.87,3469.81,7.99387,0.700895
3.88,3467.53,7.98861,0.716871
3.89,3469.69,7.9936,0.701964
3.9,3471.98,7.99887,0.701981
3.91,3469.81,7.99387,0.702249
3.92,3470.54,7.99554,0.702041
3.93,3471.26,7.9972,0.701806
3.94,3471.26,7.9972,0.702048
3.95,3440.68,7.92676,0.701985
3.96,3469.69,7.9936,0.701917
3.97,3471.14,7.99693,0.701925
3.98,3468.97,7.99193,0.705296
3.99,3467.41,7.98833,0.7023
4,3469.81,7.99387,0.702159
4.01,3469.69,7.9936,0.702405
4.02,3468.25,7.99027,0.702599
4.03,3469.69,7.9936,0.702379
4.04,3467.53,7.98861,0.702396
4.05,3471.98,7.99887,0.702572
4.06,3472.1,7.99915,0.702439
4.07,3469.81,7.99387,0.702204
4.08,3471.26,7.9972,0.702207
4.09,3469.81,7.99387,0.702197
4.1,3469.69,7.9936,0.702451
4.11,3471.98,7.99887,0.702309
4.12,3469.69,7.9936,0.702475
4.13,3470.54,7.99554,0.702505
4.14,3469.81,7.99387,0.70227
4.15,3470.54,7.99554,0.702525
4.16,3470.54,7.99554,0.702449
4.17,3469.81,7.99387,0.702541
4.18,3395.36,7.82234,0.702478
4.19,3471.26,7.9972,0.702569
4.2,3471.26,7.9972,0.702585
4.21,3470.54,7.99554,0.710794
4.22,3468.25,7.99027,0.702918
4.23,3469.69,7.9936,0.702926
4.24,3470.54,7.99554,0.703013
4.25,3469.69,7.9936,0.703276
4.26,3469.69,7.9936,0.703144
4.27,3469.69,7.9936,0.703068
4.28,3424.42,7.8893,0.703173
4.29,3469.69,7.9936,0.70319
4.3,3469.81,7.99387,0.703207
4.31,3471.98,7.99887,0.708205
4.32,3470.54,7.99554,0.70352
4.33,3468.97,7.99193,0.703524
4.34,3470.54,7.99554,0.703302
4.35,3467.41,7.98833,0.703464
4.36,3469.69,7.9936,0.703648
4.37,3471.98,7.99887,0.703498
4.38,3468.97,7.99193,0.703854
4.39,3470.54,7.99554,0.703634
4.4,3470.54,7.99554,0.703399
4.41,3344.82,7.70591,0.703733
4.42,3467.53,7.98861,0.703583
4.43,3469.81,7.99387,0.703595
4.44,3469.81,7.99387,0.717439
4.45,3468.97,7.99193,0.704473
4.46,3468.13,7.98999,0.70449
4.47,3469.81,7.99387,0.704599
4.48,3469.69,7.9936,0.70462
4.49,3471.98,7.99887,0.704549
4.5,3469.81,7.99387,0.704566
4.51,3458.41,7.96761,0.704595
4.52,3469.81,7.99387,0.704361
4.53,3518.53,8.1061,0.705856
4.54,3518.65,8.10639,0.705943
4.55,3516.3,8.10097,0.704776
4.56,3397.55,7.82739,0.699432
4.57,3520.14,8.10981,0.699135
4.58,3518.65,8.10639,0.699109
4.59,3518.65,8.10639,0.711904
4.6,3519.39,8.1081,0.698878
4.61,3518.65,8.10639,0.698748
4.62,3518.65,8.10639,0.698463
4.63,3518.53,8.1061,0.698097
4.64,3518.65,8.10639,0.697889
4.65,3520.88,8.11152,0.697604
4.66,3518.65,8.10639,0.697333
4.67,3520.88,8.11152,0.697035
4.68,3519.39,8.1081,0.696505
4.69,3520.88,8.11152,0.696452
4.7,3518.65,8.10639,0.695922
4.71,3518.53,8.1061,0.695787
4.72,3517.04,8.10268,0.695334
4.73,3518.65,8.10639,0.695281
4.74,3517.04,8.10268,0.69501
4.75,3517.78,8.10439,0.694889
4.76,3518.65,8.10639,0.694438
4.77,3471.98,7.99887,0.69433
4.78,3467.53,7.98861,0.693973
4.79,3468.25,7.99027,0.693599
4.8,3468.25,7.99027,0.698448
4.81,3469.69,7.9936,0.698942
4.82,3468.97,7.99193,0.698893
4.83,3428.06,7.89769,0.698919
4.84,3514.69,8.09727,0.698786
4.85,3469.81,7.99387,0.698882
4.86,3468.97,7.99193,0.703405
4.87,3472.1,7.99915,0.694147
4.88,3471.98,7.99887,0.698825
4.89,3440.56,7.92649,0.698934
4.9,3468.97,7.99193,0.698611
4.91,3468.97,7.99193,0.698626
4.92,3469.09,7.99221,0.702086
4.93,3468.97,7.99193,0.699158
4.94,3470.41,7.99526,0.699179
4.95,3470.54,7.99554,0.699187
4.96,3469.69,7.9936,0.699222
4.97,3470.41,7.99526,0.699071
4.98,3469.69,7.9936,0.699083
4.99,3364.62,7.75154,0.699188
5,3471.26,7.9972,0.699125
5.01,3469.69,7.9936,0.699217
5.02,3469.81,7.99387,0.710795
5.03,3469.69,7.9936,0.699727
5.04,3469.69,7.9936,0.699907
5.05,3467.41,7.98833,0.699911
5.06,3469.81,7.99387,0.699941
5.07,3470.41,7.99526,0.699958
5.08,3470.41,7.99526,0.700226
5.09,3468.97,7.99193,0.699993
5.1,3470.54,7.99554,0.699943
5.11,3468.97,7.99193,0.699956
5.12,3628.84,8.36025,0.699955
5.13,3469.69,7.9936,0.699967
5.14,3469.81,7.99387,0.700151
5.15,3469.81,7.99387,0.682583
5.16,3469.81,7.99387,0.699129
5.17,3472.1,7.99915,0.699133
5.18,3468.25,7.99027,0.699149
5.19,3468.97,7.99193,0.699166
5.2,3469.69,7.9936,0.699354
5.21,3469.69,7.9936,0.69938
5.22,3480.32,8.01808,0.699327
5.23,3468.97,7.99193,0.699269
5.24,3469.69,7.9936,0.699286
5.25,3469.81,7.99387,0.698134
5.26,3468.25,7.99027,0.699334
5.27,3469.69,7.9936,0.699277
5.28,3468.25,7.99027,0.69928
5.29,3468.97,7.99193,0.699469
5.3,3468.97,7.99193,0.699336
5.31,3424.42,7.8893,0.699512
5.32,3451.85,7.95248,0.699459
5.33,3468.97,7.99193,0.69948
5.34,3471.26,7.9972,0.704403
5.35,3469.81,7.99387,0.701682
